COGs,Human,Algae,Acuatic,Aves,Fish,Fungi,Mamalia,Nematoda,Plants,Reptilia,Soil,Wastewater,Others,RH,NRH,Animals
COG:COG1351,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
COG:COG0287,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1
COG:COG4122,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1
COG:COG2963,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
COG:COG2222,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1
COG:COG0674,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
COG:COG4605,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1
COG:COG4606,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1
COG:COG5496,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0
COG:COG2980,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
COG:COG2914,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1
COG:COG3573,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1
COG:COG4257,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
COG:COG1261,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1
COG:COG4248,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1
COG:COG3409,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1
COG:COG3477,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
COG:COG1501,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
COG:COG4145,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
COG:COG3274,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1
COG:COG0647,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0
COG:COG1735,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1
COG:COG2335,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0
COG:COG2956,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1
COG:COG2999,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1
COG:COG1061,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1
COG:COG0706,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1
COG:COG3173,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1
COG:COG3545,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1
COG:COG2825,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1
COG:COG4447,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1
COG:COG2211,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1
COG:COG2020,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1
COG:COG1794,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
COG:COG0634,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1
COG:COG4464,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1
COG:COG1446,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1
COG:COG0298,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1
COG:COG1469,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1
COG:COG3621,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1
COG:COG3126,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
COG:COG2431,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1
COG:COG1373,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
COG:COG0680,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1
COG:COG0014,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0
COG:COG1015,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG3806,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1
COG:COG0615,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
COG:COG3425,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1
COG:COG0213,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG2710,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0
COG:COG0068,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1
COG:COG0375,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1
COG:COG0374,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1
COG:COG0409,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1
COG:COG1969,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1
COG:COG2272,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1
COG:COG1310,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1
COG:COG2337,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1
COG:COG1914,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1
COG:COG0797,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
COG:COG4962,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1
COG:COG0295,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG1972,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG3320,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
COG:COG2111,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
COG:COG0832,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1
COG:COG1256,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1
COG:COG3695,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1
COG:COG0180,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1
COG:COG1312,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1
COG:COG2723,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1
COG:COG0678,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
COG:COG1119,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
COG:COG2994,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1
COG:COG2215,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1
COG:COG0804,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1
COG:COG1010,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1
COG:COG3468,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1
COG:COG0467,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1
COG:COG3609,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1
COG:COG3041,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1
COG:COG3411,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1
COG:COG2002,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1
COG:COG0283,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
COG:COG3191,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG2203,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1
COG:COG3095,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1
COG:COG2732,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
COG:COG3290,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
COG:COG4565,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
COG:COG3340,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
COG:COG4656,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1
COG:COG1922,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
COG:COG3304,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1
COG:COG0148,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
COG:COG4114,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1
COG:COG3549,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1
COG:COG1596,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
COG:COG0396,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
COG:COG0719,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
COG:COG3005,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1
COG:COG3043,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
COG:COG0426,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1
COG:COG0419,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1
COG:COG0363,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1
COG:COG0701,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1
COG:COG1940,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1
COG:COG3713,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1
COG:COG1069,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1
COG:COG1207,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
COG:COG3733,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
COG:COG0095,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1
COG:COG4408,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1
COG:COG1589,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0
COG:COG4607,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
COG:COG2134,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1
COG:COG1535,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG4669,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1
COG:COG3714,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1
COG:COG0831,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1
COG:COG1275,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1
COG:COG3961,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1
COG:COG3616,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1
COG:COG1999,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG0641,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1
COG:COG4150,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG1951,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
COG:COG2801,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG4325,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1
COG:COG1363,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3653,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG0371,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG3280,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
COG:COG3338,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1
COG:COG2442,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1
COG:COG1757,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1
COG:COG3319,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1
COG:COG3504,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1
COG:COG4126,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG2104,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG1080,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
COG:COG1509,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
COG:COG1056,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1
COG:COG0039,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1
COG:COG1562,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG0864,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1
COG:COG1484,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1
COG:COG1721,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1
COG:COG3980,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1
COG:COG1072,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
COG:COG3344,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1
COG:COG3833,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1
COG:COG2182,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1
COG:COG1090,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
COG:COG3971,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1
COG:COG0686,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG3550,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG0300,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
COG:COG1979,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1
COG:COG3668,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1
COG:COG4989,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1
COG:COG0369,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG1443,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1
COG:COG0307,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG1877,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG3794,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1
COG:COG1705,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG3758,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG2843,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0
COG:COG2812,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG1134,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG4670,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG3394,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
COG:COG3727,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1
COG:COG0380,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG3177,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
COG:COG2120,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
COG:COG2149,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1
COG:COG4683,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG0176,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3493,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
COG:COG1695,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG4594,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1
COG:COG3909,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG4657,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG1598,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
COG:COG1213,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1
COG:COG0574,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1
COG:COG0819,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG0636,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1
COG:COG2173,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3723,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG0056,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG1883,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
COG:COG1286,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG3062,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG1515,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG4568,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG0274,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG3321,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG3059,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
COG:COG4301,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG3791,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
COG:COG4766,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1
COG:COG2906,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1
COG:COG2132,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG3470,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG4944,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG4619,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG0390,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG4604,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1
COG:COG1518,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1
COG:COG1729,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG1404,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
COG:COG1233,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG1871,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1
COG:COG0759,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG0732,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
COG:COG1314,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3772,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG2852,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG0471,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG1715,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG1944,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG1079,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG0630,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
COG:COG0702,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
COG:COG0737,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG2977,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG2310,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
COG:COG3647,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG5265,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3121,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG0038,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG0209,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
COG:COG0807,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG4663,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG1795,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG2039,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
COG:COG3424,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
COG:COG5569,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3210,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG2309,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG4115,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG0270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
COG:COG0698,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
COG:COG3195,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
COG:COG3077,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG0515,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3608,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG5285,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG4796,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG1234,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3473,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG2390,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
COG:COG3469,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
COG:COG0146,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG1185,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1
COG:COG3190,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG1387,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
COG:COG1653,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG0286,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
COG:COG0145,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG4461,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1
COG:COG2819,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG2346,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG2032,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG4220,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG0738,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG1712,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
COG:COG0829,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG1262,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG4569,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
COG:COG3405,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG4264,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG2115,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
COG:COG0128,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
COG:COG2244,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3395,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3663,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3451,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
COG:COG2040,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3474,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG2184,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3459,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
COG:COG3765,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
COG:COG2151,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3327,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3539,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3460,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3385,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3396,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3510,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG2172,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG4456,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG0076,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3729,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
COG:COG2503,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
COG:COG2246,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG4969,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
COG:COG3476,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3958,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3959,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3227,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
COG:COG2989,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG4214,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG4213,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
COG:COG3546,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
